LoanID,Forecast_OverdueAmount,Forecast_NPA_Percent,PredictedRiskScore,PriorityRecoveryFlag
L04957,4109.0,0.42,58.2,No
L04958,99466.84,65.85,97.36,Yes
L04959,938.0,0.19,64.00999999999999,No
L04960,508.0,0.14,99.09,No
L04961,27483.530000000002,50.01,60.43,No
L04962,78554.24,28.33,58.66,No
L04963,2414.0,0.27,82.84,No
L04964,3827.0,0.62,83.0,No
L04965,3962.0,0.36,71.76,No
L04966,4118.0,0.4,83.63,No
L04967,1674.0,0.14,91.99,No
L04968,2492.0,0.19,92.03,No
L04969,2988.0,0.24,93.48,No
L04970,4678.0,0.67,68.21,No
L04971,303169.79,60.92,68.76,No
L04972,1279.0,0.16,79.92,No
L04973,4195.0,0.51,87.22,No
L04974,4939.0,0.98,63.19,No
L04975,3830.0,0.46,63.849999999999994,No
L04976,26498.600000000002,13.03,96.99,Yes
L04977,2932.0,0.76,61.01,No
L04978,884.0,0.08,74.67,No
L04979,505.0,0.16,66.22,No
L04980,3927.0,1.56,88.2,No
L04981,337847.6,72.4,93.68,Yes
L04982,2724.0,0.46,66.63,No
L04983,945.0,0.18,83.01,No
L04984,4041.0,0.68,96.89,No
L04985,3787.0,1.5,81.34,No
L04986,163034.4,56.25,87.43,Yes
L04987,196427.19000000006,50.11,79.1,No
L04988,3132.0,0.49,87.47,No
L04989,185910.2,34.62,96.45,Yes
L04990,430813.25999999995,35.98,73.69,No
L04991,468448.75,57.69,68.82,No
L04992,2903.0,0.33,98.37,No
L04993,3286.0,0.38,,No
L04994,1592.0,0.25,91.76,No
L04995,488862.69999999995,33.22,97.48,Yes
L04996,667.0,0.64,67.56,No
L04997,2633.0,0.73,76.6,No
L04998,2099.0,0.45,,No
L04999,447089.36999999994,33.67,71.31,No
L05000,3799.0,0.27,74.84,No
L05001,3241.0,0.25,79.87,No
L05002,4086.0,0.62,61.78,No
L05003,4209.0,0.31,74.74,No
L05004,2264.0,1.17,87.38,No
L05005,2203.0,0.22,83.51,No
L05006,807.0,0.06,96.82,No
L05007,396960.0200000001,34.68,100.09,Yes
L05008,172003.24,37.98,92.86,Yes
L05009,4501.0,0.41,63.85,No
L05010,2414.0,0.51,66.37,No
L05011,2658.0,1.25,66.42,No
L05012,184364.44999999998,16.91,78.92,No
L05013,10808.630000000001,3.49,91.23,No
L05014,1356.0,0.64,58.26,No
L05015,2752.0,0.32,68.41,No
L05016,2630.0,0.28,63.66,No
L05017,3237.0,2.61,78.99,No
L05018,1565.0,2.77,94.09,No
L05019,864.0,0.07,77.1,No
L05020,2644.0,1.22,88.75,No
L05021,3788.0,0.42,78.09,No
L05022,824955.7700000003,57.58,88.53,Yes
L05023,335256.62000000005,42.32,85.98,Yes
L05024,4094.0,1.62,64.38,No
L05025,4794.0,0.77,82.47,No
L05026,4354.0,0.46,76.07,No
L05027,2682.0,0.23,91.53,No
L05028,1020.0,0.11,66.15,No
L05029,15072.0,15.11,95.0,Yes
L05030,139559.56000000003,54.2,80.95,Yes
L05031,3463.0,0.59,70.97,No
L05032,1316.0,0.12,74.05,No
L05033,573775.66,63.95,60.2,No
L05034,2656.0,2.31,100.05,No
L05035,4467.0,0.37,70.77,No
L05036,4000.0,0.43,93.48,No
L05037,538616.96,40.3,97.27,Yes
L05038,4377.0,0.67,74.61,No
L05039,3986.0,0.52,70.23,No
L05040,4810.0,0.75,78.64,No
L05041,738.0,0.07,96.41,No
L05042,4271.0,0.37,92.35,No
L05043,3217.0,0.29,81.06,No
L05044,4208.0,0.89,79.28,No
L05045,2201.0,0.23,73.94,No
L05046,3122.0,0.58,93.85,No
L05047,1195.0,0.09,99.57,No
L05048,3129.0,2.41,68.28,No
L05049,13644.36,13.03,97.04,Yes
L05050,4241.0,2.15,100.07,No
L05051,192663.07999999996,56.1,75.46,No
L05052,3126.0,2.99,78.18,No
L05053,2175.0,1.41,95.9,No
L05054,84412.93000000001,17.1,95.78,Yes
L05055,28174.33,14.47,76.69,No
L05056,4769.0,0.39,81.2,No
L05057,47329.76,36.95,75.04,No
L05058,925671.8900000001,67.74,70.15,No
L05059,372658.38,28.39,99.85,Yes
L05060,4558.0,1.29,66.36,No
L05061,4781.0,3.11,92.75,No
L05062,3769.0,1.86,75.4,No
L05063,4215.0,0.49,63.26,No
L05064,4131.0,0.45,69.67,No
L05065,2338.0,0.46,60.24,No
L05066,2635.0,0.55,95.3,No
L05067,1557.0,0.19,73.34,No
L05068,1667.0,0.34,87.1,No
L05069,2574.0,0.18,78.6,No
L05070,234872.12000000002,38.83,90.5,Yes
L05071,2817.0,0.76,70.95,No
L05072,4726.0,1.81,61.67,No
L05073,505.0,0.05,91.53,No
L05074,166520.30000000002,31.8,89.95,Yes
L05075,2370.0,0.73,63.269999999999996,No
L05076,2683.0,0.6,85.51,No
L05077,4112.0,0.83,83.31,No
L05078,351543.52,36.72,67.69,No
L05079,148424.0,48.94,91.2,Yes
L05080,2805.0,0.25,89.26,No
L05081,1461.0,0.3,77.77,No
L05082,188298.56,24.84,69.97,No
L05083,487624.48,48.79,81.07,Yes
L05084,2663.0,0.32,67.35,No
L05085,2198.0,0.22,70.17,No
L05086,173518.52000000002,33.51,69.41,No
L05087,4451.0,0.31,83.53,No
L05088,2359.0,0.33,88.51,No
L05089,703.0,0.14,65.84,No
L05090,4358.0,0.91,86.38,No
L05091,4617.0,4.13,63.35,No
L05092,1368.0,0.13,93.29,No
L05093,3952.0,0.92,89.37,No
L05094,2857.0,0.2,88.25,No
L05095,44237.75,12.46,68.33,No
L05096,1102.0,0.13,99.51,No
L05097,1689.0,0.15,99.05,No
L05098,1156.0,0.09,76.11,No
L05099,129051.24,46.61,59.35,No
L05100,1031.0,0.07,82.94,No
L05101,3479.0,0.25,70.01,No
L05102,3057.0,0.21,85.12,No
L05103,2529.0,0.2,95.48,No
L05104,1640.0,0.12,93.52,No
L05105,112468.45000000001,12.25,69.57,No
L05106,183635.58000000002,14.39,76.37,No
L05107,3358.0,0.41,97.84,No
L05108,2358.0,0.28,64.3,No
L05109,1005.0,0.12,98.72,No
L05110,1535.0,0.1,60.91,No
L05111,2641.0,1.31,77.17,No
L05112,450558.3,36.99,86.07,Yes
L05113,1847.0,0.41,77.41,No
L05114,2207.0,0.38,80.27,No
L05115,2075.0,1.24,83.14,No
L05116,2502.0,0.45,82.58,No
L05117,2655.0,0.18,64.67,No
L05118,1641.0,0.26,82.55,No
L05119,3930.0,0.38,97.5,No
L05120,4746.0,2.11,65.56,No
L05121,1085.0,0.08,60.61,No
L05122,709253.8,56.73,74.28,No
L05123,349483.44000000006,57.28,75.6,No
L05124,2357.0,0.42,66.9,No
L05125,3238.0,0.48,81.29,No
L05126,1959.0,0.31,74.07,No
L05127,2724.0,0.64,89.64,No
L05128,2491.0,0.17,76.5,No
L05129,4989.0,0.41,100.44,No
L05130,575.0,0.13,88.41,No
L05131,2536.0,0.17,76.01,No
L05132,1868.0,2.58,85.54,No
L05133,3673.0,0.54,90.8,No
L05134,2426.0,0.28,89.19,No
L05135,16733.199999999997,16.01,,No
L05136,3116.0,1.1,70.41,No
L05137,1300.0,0.31,74.0,No
L05138,3958.0,0.36,88.7,No
L05139,1097.0,0.08,83.47,No
L05140,4872.0,0.51,99.3,No
L05141,4990.0,0.58,97.04,No
L05142,607024.44,73.29,80.66,Yes
L05143,3710.0,0.66,71.46,No
L05144,2867.0,0.23,65.84,No
L05145,2732.0,0.33,77.9,No
L05146,3162.0,0.82,71.84,No
L05147,922.0,0.37,59.65,No
L05148,1218.0,0.08,66.39,No
L05149,2668.0,3.54,81.67,No
L05150,2386.0,0.17,91.8,No
L05151,2244.0,0.61,74.52,No
L05152,756.0,0.08,80.2,No
L05153,2356.0,0.48,73.98,No
L05154,509.0,0.04,74.39,No
L05155,3424.0,0.41,90.18,No
L05156,3442.0,1.35,79.74,No
L05157,2655.0,0.6,75.93,No
L05158,59602.32,11.59,94.79,Yes
L05159,514493.24,38.55,67.78,No
L05160,1886.0,0.16,89.48,No
L05161,3847.0,0.31,,No
L05162,42111.93,33.48,74.23,No
L05163,3830.0,0.43,66.46000000000001,No
L05164,2334.0,0.16,97.48,No
L05165,3090.0,0.26,69.56,No
L05166,99521.28,44.23,89.49,Yes
L05167,853.0,0.08,93.1,No
L05168,4451.0,0.39,80.91,No
L05169,1523.0,0.19,82.99,No
L05170,11813.34,7.19,73.27,No
L05171,2886.0,2.88,,No
L05172,1050174.65,74.49,84.61,Yes
L05173,2094.0,0.49,81.35,No
L05174,613.0,0.1,84.75,No
L05175,1672.0,0.14,74.24,No
L05176,2070.0,0.2,85.65,No
L05177,668.0,0.05,84.24,No
L05178,2418.0,1.31,76.35,No
L05179,1117.0,0.1,68.73,No
L05180,4744.0,2.8,92.32,No
L05181,38256.61,76.15,87.41,Yes
L05182,3666.0,1.63,64.22999999999999,No
L05183,1782.0,0.19,81.28,No
L05184,956.0,0.09,61.59,No
L05185,274297.74000000005,40.01,73.46,No
L05186,3622.0,3.1,74.47,No
L05187,2915.0,0.3,69.9,No
L05188,38080.79,21.83,80.29,Yes
L05189,66241.85999999999,25.93,85.54,Yes
L05190,3380.0,0.43,74.04,No
L05191,1665.0,0.31,73.13,No
L05192,2588.0,0.36,79.18,No
L05193,765.0,0.08,81.1,No
L05194,3150.0,1.12,93.52,No
L05195,294703.99,21.91,83.48,Yes
L05196,430871.72,50.03,93.63,Yes
L05197,1106.0,1.35,97.4,No
L05198,595.0,0.06,78.8,No
L05199,4191.0,0.58,63.739999999999995,No
L05200,4148.0,0.39,97.14,No
L05201,538109.12,45.34,93.63,Yes
L05202,513056.56,36.35,91.87,Yes
L05203,3652.0,0.24,100.07,No
L05204,163407.44,19.29,71.78,No
L05205,2162.0,0.25,72.0,No
L05206,2021.0,2.45,87.8,No
L05207,879.0,0.07,85.99,No
L05208,3736.0,4.08,92.87,No
L05209,3713.0,0.38,71.93,No
L05210,117485.65000000001,60.89,87.68,Yes
L05211,4908.0,1.06,98.68,No
L05212,126944.6,50.08,65.42,No
L05213,1963.0,0.79,71.97,No
L05214,2656.0,1.68,77.89,No
L05215,3482.0,0.68,67.4,No
L05216,2055.0,0.31,64.9,No
L05217,2133.0,0.29,77.9,No
L05218,380615.5999999999,55.36,65.9,No
L05219,94725.5,11.7,71.14,No
L05220,311039.8,23.99,66.52,No
L05221,3752.0,0.39,92.72,No
L05222,37138.85,49.48,81.73,Yes
L05223,4996.0,1.66,94.04,No
L05224,104127.52,18.73,71.91,No
L05225,808552.9000000001,56.7,67.18,No
L05226,90138.36000000003,55.23,74.81,No
L05227,1507.0,0.14,63.2,No
L05228,5514.55,5.63,91.46,No
L05229,385330.91,66.94,67.34,No
L05230,2403.0,0.21,67.5,No
L05231,312265.92,56.91,93.72,Yes
L05232,393907.74999999994,58.45,86.78,Yes
L05233,1303.0,0.1,60.22,No
L05234,101052.41999999998,69.24,83.87,Yes
L05235,1711.0,0.21,78.51,No
L05236,2869.0,0.49,74.09,No
L05237,4237.0,0.29,68.94,No
L05238,4187.0,0.35,88.71,No
L05239,185473.64,81.7,71.36,No
L05240,854.0,0.06,78.87,No
L05241,2037.0,0.57,96.36,No
L05242,2537.0,1.47,75.41,No
L05243,4487.0,0.54,60.39,No
L05244,616726.99,55.16,94.68,Yes
L05245,375630.3,34.52,80.26,Yes
L05246,1027.0,0.12,77.39,No
L05247,3573.0,0.47,84.51,No
L05248,632429.2000000001,43.44,64.02,No
L05249,2930.0,0.24,88.88,No
L05250,4340.0,0.41,67.02,No
L05251,517.0,0.16,73.74,No
L05252,2222.0,0.18,82.62,No
L05253,4492.0,0.4,88.24,No
L05254,940.0,0.06,91.49,No
L05255,3064.0,1.26,61.24,No
L05256,2894.0,0.27,91.43,No
L05257,546648.64,37.2,87.85,Yes
L05258,361977.9400000001,50.22,82.6,Yes
L05259,1951.0,0.18,99.71,No
L05260,461465.5399999999,31.51,70.53,No
L05261,134139.5,15.9,84.64,Yes
L05262,4406.0,0.41,85.36,No
L05263,2639.0,3.34,72.13,No
L05264,4021.0,0.5,87.74,No
L05265,226011.68,53.7,74.72,No
L05266,3916.0,1.63,78.78,No
L05267,764040.4000000003,70.91,78.86,No
L05268,3808.0,3.57,78.94,No
L05269,4827.0,0.35,75.84,No
L05270,4025.0,0.5,66.54,No
L05271,2629.0,0.27,73.39,No
L05272,849.0,0.2,64.82,No
L05273,676.0,0.22,87.22,No
L05274,1058.0,0.26,92.03,No
L05275,1625.0,0.42,81.9,No
L05276,547.0,0.04,96.79,No
L05277,228825.40000000002,19.2,74.33,No
L05278,2958.0,0.23,92.02,No
L05279,206598.48,18.52,66.25,No
L05280,931.0,0.09,66.65,No
L05281,3086.0,0.38,60.01,No
L05282,304915.19999999995,70.1,86.64,Yes
L05283,3808.0,0.35,90.37,No
L05284,4498.0,1.81,96.1,No
L05285,318731.0400000001,40.29,81.36,Yes
L05286,2794.0,0.84,66.28999999999999,No
L05287,27759.06,3.55,64.39,No
L05288,2378.0,0.5,92.78,No
L05289,4435.0,3.48,65.62,No
L05290,897.0,0.11,90.6,No
L05291,61699.600000000006,19.67,63.71,No
L05292,2181.0,0.77,70.15,No
L05293,1155.0,0.19,69.35,No
L05294,3060.0,0.53,73.81,No
L05295,2943.0,0.23,75.82,No
L05296,3398.0,0.39,68.86,No
L05297,3035.0,0.24,94.95,No
L05298,4577.0,1.74,61.08,No
L05299,1336.0,0.24,89.11,No
L05300,211845.8,24.77,78.53,No
L05301,4807.0,1.77,63.34,No
L05302,4852.0,2.06,65.68,No
L05303,2267.0,0.22,80.01,No
L05304,2878.0,0.29,69.29,No
L05305,3054.0,0.78,79.56,No
L05306,2635.0,0.69,82.42,No
L05307,610.0,0.05,83.36,No
L05308,1456.0,0.66,81.72,No
L05309,3606.0,0.26,62.73,No
L05310,2699.0,0.19,91.88,No
L05311,646.0,0.05,74.45,No
L05312,4096.0,1.15,67.46,No
L05313,1733.0,2.33,67.99000000000001,No
L05314,133410.85,9.47,72.24,No
L05315,2209.0,0.4,87.52,No
L05316,4338.0,0.87,75.4,No
L05317,2303.0,0.54,,No
L05318,55316.81,13.67,65.25999999999999,No
L05319,204237.76,18.32,60.96,No
L05320,2271.0,0.17,73.42,No
L05321,2437.0,0.2,87.74,No
L05322,3405.0,0.33,80.37,No
L05323,2393.0,0.51,95.58,No
L05324,3500.0,0.42,72.46,No
L05325,4243.0,1.08,66.47,No
L05326,2717.0,1.28,89.32,No
L05327,2127.0,0.95,92.39,No
L05328,608482.52,65.75,82.98,Yes
L05329,3872.0,3.66,91.62,No
L05330,1025.0,0.07,87.6,No
L05331,2422.0,0.16,81.51,No
L05332,898.0,0.34,79.59,No
L05333,3089.0,0.46,88.08,No
L05334,3575.0,0.31,,No
L05335,4132.0,0.29,67.64,No
L05336,4902.0,0.37,101.2,No
L05337,1211.0,0.29,97.36,No
L05338,125180.86,72.14,69.51,No
L05339,752.0,0.16,78.69,No
L05340,4666.0,0.68,92.8,No
L05341,76787.68,13.43,61.14,No
L05342,1859.0,0.16,68.82,No
L05343,680.0,0.16,84.25,No
L05344,1730.0,0.13,61.11,No
L05345,4617.0,1.22,92.49,No
L05346,2244.0,0.39,95.05,No
L05347,4073.0,0.58,86.72,No
L05348,258096.64,54.65,,No
L05349,450895.10999999987,38.83,85.2,Yes
L05350,119412.66,18.55,65.53,No
L05351,1874.0,0.14,62.16,No
L05352,680.0,0.05,91.08,No
L05353,1007.0,0.08,84.58,No
L05354,194971.25,24.14,72.54,No
L05355,3311.0,0.42,95.08,No
L05356,3473.0,0.96,60.08,No
L05357,529.0,0.06,74.44,No
L05358,2369.0,0.17,76.33,No
L05359,84383.53999999998,50.57,68.09,No
L05360,647.0,0.06,,No
L05361,870341.5,66.4,94.32,Yes
L05362,1796.0,0.12,84.74,No
L05363,4536.0,0.85,73.3,No
L05364,67833.35,11.99,84.68,Yes
L05365,748.0,0.2,93.04,No
L05366,3859.0,0.32,72.95,No
L05367,661.0,0.26,73.04,No
L05368,1755.0,0.4,82.29,No
L05369,1508.0,0.32,83.66,No
L05370,4721.0,0.8,74.85,No
L05371,342011.15999999986,51.71,,No
L05372,316434.4,36.77,73.74,No
L05373,3495.0,0.25,83.0,No
L05374,4005.0,0.98,90.04,No
L05375,1268.0,0.11,75.5,No
L05376,4340.0,0.42,57.74,No
L05377,4720.0,2.16,95.24,No
L05378,2361.0,0.19,81.81,No
L05379,10279.45,5.67,67.72,No
L05380,527390.1,47.03,98.34,Yes
L05381,509.0,0.05,70.56,No
L05382,3292.0,0.31,82.5,No
L05383,59523.0,13.19,80.88,Yes
L05384,881.0,0.1,72.46,No
L05385,2242.0,0.19,64.91,No
L05386,2650.0,0.27,90.47,No
L05387,617746.28,50.79,64.62,No
L05388,626908.76,59.85,88.61,Yes
L05389,2021.0,0.45,92.28,No
L05390,152313.86000000002,56.01,60.9,No
L05391,2704.0,0.28,88.54,No
L05392,4008.0,0.35,82.88,No
L05393,1408.0,0.55,67.64,No
L05394,23229.44,7.65,85.19,Yes
L05395,4278.0,6.34,76.41,No
L05396,780.0,0.1,62.3,No
L05397,2897.0,0.35,83.42,No
L05398,609.0,0.08,96.96,No
L05399,1106.0,0.22,87.3,No
L05400,4209.0,0.63,69.89,No
L05401,25602.73,2.21,81.98,No
L05402,765.0,0.24,85.77,No
L05403,1484.0,0.43,65.09,No
L05404,672.0,0.07,78.62,No
L05405,2931.0,0.22,77.77,No
L05406,274066.36,50.42,71.69,No
L05407,1996.0,0.14,89.14,No
L05408,4554.0,3.41,79.04,No
L05409,3207.0,1.45,87.26,No
L05410,864.0,0.12,85.24,No
L05411,1354.0,0.12,94.46,No
L05412,4702.0,0.8,83.72,No
L05413,1929.0,0.23,86.43,No
L05414,49468.0,54.11,70.79,No
L05415,3765.0,0.52,90.99,No
L05416,1799.0,0.45,69.06,No
L05417,706.0,0.09,72.25,No
L05418,582.0,0.07,95.69,No
L05419,1743.0,0.15,66.23,No
L05420,477199.1,57.3,95.8,Yes
L05421,2852.0,0.3,79.54,No
L05422,2398.0,0.29,71.16,No
L05423,3990.0,0.27,91.75,No
L05424,3553.0,0.3,72.07,No
L05425,1888.0,0.16,86.44,No
L05426,1075.0,0.11,91.84,No
L05427,416762.16000000015,51.07,81.2,Yes
L05428,2233.0,0.41,90.65,No
L05429,4064.0,0.34,93.47,No
L05430,60067.2,18.49,83.47,Yes
L05431,1676.0,1.63,68.94,No
L05432,2457.0,0.23,91.67,No
L05433,1690.0,0.65,78.99,No
L05434,3079.0,0.23,83.72,No
L05435,468357.27999999997,40.12,81.45,Yes
L05436,2283.0,0.25,85.98,No
L05437,1217.0,0.24,82.95,No
L05438,929.0,0.1,66.08,No
L05439,282001.19999999995,38.03,87.18,Yes
L05440,3623.0,0.77,94.49,No
L05441,3626.0,0.26,62.47,No
L05442,103731.22000000002,36.43,76.02,No
L05443,353725.9,30.96,95.13,Yes
L05444,643.0,0.05,63.93000000000001,No
L05445,850.0,0.06,64.13,No
L05446,2134.0,0.25,81.06,No
L05447,3430.0,0.42,76.19,No
L05448,657.0,0.05,84.63,No
L05449,276677.6,22.84,71.24,No
L05450,4661.0,0.4,77.61,No
L05451,3168.0,0.27,97.94,No
L05452,1708.0,0.22,71.56,No
L05453,1495.0,1.36,63.36,No
L05454,2552.0,0.76,90.96,No
L05455,4039.0,0.41,79.95,No
L05456,3847.0,0.62,78.34,No
L05457,3866.0,0.42,93.44,No
L05458,547491.25,64.42,65.72,No
L05459,1849.0,0.27,80.1,No
L05460,2703.0,0.69,68.48,No
L05461,1241.0,0.11,66.25999999999999,No
L05462,3833.0,0.28,79.25,No
L05463,781.0,0.07,99.95,No
L05464,875.0,0.39,86.16,No
L05465,623.0,0.08,71.15,No
L05466,2270.0,0.18,75.04,No
L05467,2402.0,0.26,90.1,No
L05468,4029.0,0.59,64.62,No
L05469,4817.0,1.04,67.94,No
L05470,4090.0,0.77,66.06,No
L05471,150086.19999999998,37.42,85.69,Yes
L05472,2166.0,0.65,63.13,No
L05473,255801.60000000006,28.3,82.92,Yes
L05474,385813.16,48.92,96.19,Yes
L05475,1726.0,0.15,87.52,No
L05476,533.0,0.11,84.01,No
L05477,1189.0,0.17,65.56,No
L05478,1786.0,0.17,,No
L05479,2129.0,0.15,94.34,No
L05480,84979.8,15.29,66.17,No
L05481,1335.0,0.28,93.5,No
L05482,1327.0,0.19,95.27,No
L05483,3851.0,0.35,102.19,No
L05484,703.0,0.05,69.45,No
L05485,4291.0,0.52,98.43,No
L05486,3989.0,0.32,69.0,No
L05487,2174.0,0.3,69.83,No
L05488,71468.2,66.3,,No
L05489,4754.0,0.35,79.68,No
L05490,573.0,0.12,64.47999999999999,No
L05491,812.0,0.32,78.87,No
L05492,4281.0,0.29,81.41,No
L05493,722.0,0.13,66.05,No
L05494,2824.0,1.14,92.92,No
L05495,2401.0,0.48,72.42,No
L05496,415188.4199999999,52.22,63.81,No
L05497,2106.0,1.19,72.61,No
L05498,3020.0,0.54,63.400000000000006,No
L05499,2802.0,0.27,94.02,No
L05500,1121.0,0.08,71.03,No
L05501,1907.0,0.3,63.56,No
L05502,4281.0,0.49,75.69,No
L05503,152722.35,15.71,76.63,No
L05504,90856.52,59.54,,No
L05505,1332.0,0.24,75.75,No
L05506,4623.0,0.44,88.98,No
L05507,2369.0,0.21,81.91,No
L05508,4975.0,0.88,72.37,No
L05509,3452.0,5.78,94.98,No
L05510,4788.0,7.99,69.88,No
L05511,1852.0,0.22,77.8,No
L05512,1037.0,0.12,84.27,No
L05513,662857.7200000001,77.46,65.33,No
L05514,3818.0,0.35,75.36,No
L05515,985993.75,71.15,75.75,No
L05516,414092.10000000003,27.87,67.0,No
L05517,3183.0,0.3,69.92,No
L05518,4115.0,0.52,83.91,No
L05519,139126.74,54.68,,No
L05520,4133.0,0.68,88.24,No
L05521,233357.14000000004,26.52,67.75,No
L05522,760.0,0.05,87.74,No
L05523,118785.56,50.74,99.52,Yes
L05524,3990.0,0.33,86.65,No
L05525,373933.43,24.95,84.58,Yes
L05526,76898.6,6.32,98.26,Yes
L05527,2772.0,0.24,92.91,No
L05528,258061.86,60.71,79.75,No
L05529,930.0,1.69,93.87,No
L05530,1230.0,0.33,65.06,No
L05531,1872.0,0.16,80.11,No
L05532,821.0,0.4,87.9,No
L05533,317865.87999999983,66.31,68.25,No
L05534,4233.0,0.49,79.7,No
L05535,107518.45,12.07,66.74,No
L05536,2059.0,0.25,93.01,No
L05537,2802.0,0.19,95.93,No
L05538,3901.0,5.75,80.66,No
L05539,3615.0,0.48,64.49,No
L05540,4582.0,0.59,85.49,No
L05541,1396.0,0.29,67.33,No
L05542,568.0,0.07,66.92,No
L05543,3016.0,0.29,95.91,No
L05544,179416.59,17.5,66.88,No
L05545,4236.0,2.39,72.79,No
L05546,2773.0,0.23,78.64,No
L05547,3898.0,0.28,66.2,No
L05548,1422.0,0.62,62.52,No
L05549,86637.25,13.24,82.15,Yes
L05550,1675.0,0.21,68.47,No
L05551,4345.0,1.77,68.8,No
L05552,963.0,0.12,80.39,No
L05553,1200.0,0.34,77.55,No
L05554,1499.0,0.11,91.71,No
L05555,4368.0,0.62,101.54,No
L05556,1461.0,0.1,93.37,No
L05557,566.0,0.48,103.0,No
L05558,2103.0,0.89,78.17,No
L05559,2356.0,0.34,73.9,No
L05560,1119.0,0.08,66.29,No
L05561,4116.0,0.48,95.51,No
L05562,2325.0,0.21,79.21,No
L05563,4835.0,0.73,90.73,No
L05564,3699.0,3.4,86.32,No
L05565,2870.0,0.29,59.23,No
L05566,2069.0,0.21,95.31,No
L05567,1437.0,0.94,78.97,No
L05568,130954.26000000001,43.98,65.72,No
L05569,2659.0,0.36,95.18,No
L05570,3824.0,0.55,92.37,No
L05571,519783.74999999994,45.55,86.05,Yes
L05572,3815.0,0.62,95.55,No
L05573,4686.0,0.46,91.51,No
L05574,1885.0,0.18,68.72,No
L05575,1181.0,0.12,97.65,No
L05576,2963.0,0.32,85.31,No
L05577,4875.0,0.4,73.68,No
L05578,2232.0,0.22,88.88,No
L05579,1005.0,0.08,,No
L05580,4891.0,0.5,83.52,No
L05581,54553.939999999995,19.45,64.21,No
L05582,2101.0,0.42,62.41,No
L05583,4406.0,0.83,71.81,No
L05584,1256.0,0.67,73.9,No
L05585,754513.1799999999,71.6,86.42,Yes
L05586,811.0,0.09,82.05,No
L05587,2290.0,0.25,90.83,No
L05588,519.0,0.07,67.79,No
L05589,1379.0,0.16,92.96,No
L05590,4064.0,6.58,90.49,No
L05591,3426.0,1.81,72.43,No
L05592,1171.0,0.11,81.47,No
L05593,3293.0,0.77,82.03,No
L05594,2106.0,1.02,98.93,No
L05595,266868.82,50.68,95.32,Yes
L05596,3313.0,0.79,60.63,No
L05597,3480.0,3.76,101.36,No
L05598,4573.0,0.71,63.67,No
L05599,4831.0,5.42,83.43,No
L05600,35484.74,70.17,72.15,No
L05601,3883.0,0.32,72.23,No
L05602,200082.66000000003,39.49,83.44,Yes
L05603,4591.0,0.53,80.77,No
L05604,1111.0,0.23,68.53,No
L05605,3245.0,0.23,99.82,No
L05606,2128.0,0.19,,No
L05607,2253.0,0.38,70.39,No
L05608,1607.0,0.45,92.25,No
L05609,4554.0,1.82,95.19,No
L05610,1241.0,0.11,88.09,No
L05611,249223.22,35.26,78.53,No
L05612,248727.40000000005,64.38,83.26,Yes
L05613,4365.0,0.32,91.81,No
L05614,3501.0,0.57,85.54,No
L05615,1699.0,0.2,85.48,No
L05616,505913.59,39.1,85.59,Yes
L05617,3462.0,0.28,62.14,No
L05618,178251.2,18.28,69.66,No
L05619,460995.27,34.44,,No
L05620,1505.0,0.11,72.42,No
L05621,4307.0,0.31,78.76,No
L05622,3819.0,0.69,79.85,No
L05623,3566.0,0.57,89.17,No
L05624,2352.0,0.59,68.11,No
L05625,2720.0,0.22,86.21,No
L05626,66864.25,29.5,80.26,Yes
L05627,996.0,0.18,90.96,No
L05628,4892.0,7.63,84.53,No
L05629,1435.0,0.16,72.51,No
L05630,185987.69999999998,18.51,79.39,No
L05631,4744.0,1.15,61.18000000000001,No
L05632,2364.0,0.21,87.7,No
L05633,3435.0,0.57,96.73,No
L05634,2683.0,0.53,77.66,No
L05635,1720.0,0.12,72.39,No
L05636,1357.0,0.15,79.82,No
L05637,2566.0,0.62,94.17,No
L05638,450465.08,30.53,90.71,Yes
L05639,1864.0,0.3,89.32,No
L05640,4815.0,0.49,79.0,No
L05641,1112.0,0.1,78.46,No
L05642,4568.0,0.69,66.16,No
L05643,2321.0,0.28,98.05,No
L05644,4603.0,1.16,68.99,No
L05645,23970.46,3.3,69.83,No
L05646,2177.0,0.43,87.81,No
L05647,1367.0,0.16,77.68,No
L05648,3053.0,0.3,86.77,No
L05649,3262.0,0.35,87.7,No
L05650,2254.0,0.19,81.69,No
L05651,1315.0,1.19,78.14,No
L05652,8828.74,5.38,63.98,No
L05653,2837.0,0.82,80.02,No
L05654,164333.36000000002,11.11,81.75,Yes
L05655,698132.56,57.68,93.34,Yes
L05656,2187.0,0.16,74.45,No
L05657,3779.0,0.85,86.57,No
L05658,3245.0,0.37,88.18,No
L05659,900.0,0.11,81.24,No
L05660,199210.40000000005,22.75,,No
L05661,3519.0,0.32,91.86,No
L05662,2179.0,0.35,97.93,No
L05663,3670.0,0.36,99.09,No
L05664,2083.0,0.17,71.64,No
L05665,100752.60000000002,21.48,72.3,No
L05666,730647.3500000001,51.41,98.83,Yes
L05667,3379.0,0.42,64.91,No
L05668,3361.0,0.3,85.58,No
L05669,3783.0,0.34,72.4,No
L05670,4498.0,0.52,90.13,No
L05671,2369.0,0.46,96.51,No
L05672,4764.0,0.47,78.92,No
L05673,4624.0,2.62,69.9,No
L05674,1668.0,0.11,86.56,No
L05675,128394.37,40.53,62.17,No
