LoanID,CustomerID,BranchID,ProductID,DisbursedDate,LoanAmount,TenureMonths,InterestRate,Status,RiskScore,LoanType,ClosureDate,EarlyClosureFlag
L05405,C00308,B037,P009,04-09-2020,1307006.27,6,10.37,Active,79.77,Commercial,,
L05406,C00977,B031,P002,16-10-2023,543570.53,36,11.62,Active,74.69,2W,,
L05407,C01252,B023,P004,04-10-2023,1402479.27,36,12.83,Closed,89.14,Tractor,14-10-2023,TRUE
L05408,C01271,B005,P003,15-05-2022,133630.31,6,10.99,Active,82.04,2W,,
L05409,C02748,B003,P008,29-12-2023,221853.01,6,10,Active,87.26,2W,,
L05410,C01518,B010,P004,30-11-2023,716941.45,18,13.69,Active,83.24,Tractor,,
L05411,C02131,B017,P009,18-03-2020,1099053.58,24,14.92,Active,90.46,Used,,
L05412,C01210,B015,P001,02-04-2021,587713.6,36,9.12,Active,84.72,Tractor,,
L05413,C02300,B005,P001,08-08-2021,854383.57,6,14.17,Active,86.43,4W,,
L05414,C01379,B009,P004,16-11-2023,91427.49,36,11.59,Active,68.79,Commercial,,
L05415,C01774,B041,P003,03-11-2022,719659.75,18,10.86,Active,92.99,Commercial,,
L05416,C01720,B004,P003,14-02-2020,401734.52,18,14.2,Closed,66.06,Used,03-07-2020,TRUE
L05417,C02043,B035,P010,07-02-2020,798734.82,36,14.33,Closed,73.25,Tractor,23-06-2023,FALSE
L05418,C00796,B004,P002,19-02-2021,812458.15,24,9.54,Active,94.69,Commercial,,
L05419,C00897,B034,P010,01-09-2020,1142080.45,12,10.19,Closed,64.23,Commercial,28-03-2023,FALSE
L05420,C01962,B016,P010,21-12-2022,832770.36,60,13.89,Active,93.8,2W,,
L05421,C00210,B046,P002,07-05-2021,940690.3,36,11.18,Active,78.54,Tractor,,
L05422,C02864,B047,P008,18-11-2020,817987.54,18,9.66,Active,67.16,2W,,
L05423,C02657,B032,P001,29-06-2023,1486047.28,24,14.72,Active,88.75,4W,,
L05424,C02495,B042,P008,12-04-2021,1197848.07,48,9.13,Active,71.07,4W,,
L05425,C02508,B031,P010,20-12-2022,1145685.29,6,12.08,Closed,86.44,4W,03-04-2024,FALSE
L05426,C00968,B013,P003,16-02-2023,959526.22,60,,Closed,90.84,Used,22-12-2023,FALSE
L05427,C00472,B043,P002,27-03-2020,816137.51,48,10.88,Default,82.2,Tractor,23-03-2024,
L05428,C02418,B011,P009,20-03-2020,549897.85,24,8.29,Active,90.65,Used,,
L05429,C02948,B034,P005,15-08-2020,1186753.49,24,9.43,Closed,96.47,4W,03-12-2022,TRUE
L05430,C00923,B022,P005,27-04-2021,324933.29,60,8.75,Active,81.47,Used,,
L05431,C00137,B015,P006,14-09-2021,102995.9,60,13.12,Closed,65.94,Commercial,27-05-2024,FALSE
L05432,C00367,B035,P004,26-08-2023,1062349.46,36,12.73,Closed,87.67,Used,22-11-2023,FALSE
L05433,C02960,B018,P007,05-08-2022,260034.96,24,13.46,Active,75.99,Tractor,,
L05434,C00184,B045,P007,29-04-2021,1360547.82,6,12.74,Active,80.72,2W,,
L05435,C02520,B038,P009,19-04-2022,1167488.01,60,8.47,Active,84.45,Tractor,,
L05436,C01399,B027,P006,25-01-2020,923254.35,48,14.84,Active,87.98,2W,,
L05437,C02702,B012,P001,10-05-2023,505190.75,36,8.91,Closed,84.95,Used,10-12-2023,FALSE
L05438,C02797,B024,P009,02-06-2023,975016.42,18,10.13,Closed,69.08,Used,07-04-2024,FALSE
L05439,C00537,B010,P010,17-02-2022,741442.2,60,12.8,Active,89.18,Tractor,,
L05440,C02850,B046,P009,19-07-2022,472165.28,6,8.55,Active,91.49,2W,,
L05441,C01603,B027,P005,05-03-2022,1420364.52,36,8.78,Active,61.47,4W,,
L05442,C01274,B022,P007,22-01-2022,284739.65,60,14.07,Active,72.02,4W,,
L05443,C02968,B017,P001,21-04-2023,1142406.44,36,9.99,Active,98.13,Used,,
L05444,C02558,B022,P004,05-01-2023,1210055.92,60,12.49,Closed,66.93,Used,30-04-2023,FALSE
L05445,C02678,B032,P010,01-03-2021,1430102.18,12,13.94,Closed,67.13,Commercial,20-12-2021,FALSE
L05446,C01097,B003,P004,26-12-2022,846653.82,6,14.8,Active,83.06,Used,,
L05447,C01306,B025,P005,21-10-2021,825568.98,24,9.08,Closed,73.19,Used,06-03-2022,FALSE
L05448,C00916,B049,P006,15-11-2021,1384419.35,6,8.42,Closed,85.63,Commercial,06-07-2022,FALSE
L05449,C00152,B034,P004,30-06-2021,1211585.23,60,13.06,Active,70.24,Commercial,,
L05450,C01029,B005,P006,05-01-2023,1157272.9,6,8.91,Active,76.61,Tractor,,
L05451,C01219,B010,P010,04-07-2022,1194248.73,12,11.85,Closed,98.94,Used,05-02-2023,FALSE
L05452,C01978,B008,P007,24-02-2020,765112.58,60,11.49,Active,74.56,4W,,
L05453,C02512,B006,P003,24-06-2023,110057,24,11.7,Active,63.36,Used,,
L05454,C00271,B032,P009,09-11-2020,337484.08,48,12.37,Active,88.96,Used,,
L05455,C01187,B013,P008,05-09-2023,982338.53,12,13.88,Active,82.95,2W,,
L05456,C00460,B028,P001,07-08-2020,624440.58,12,9.54,Closed,77.34,2W,05-08-2022,FALSE
L05457,C00105,B026,P002,26-10-2023,929816.86,12,11.66,Active,95.44,Tractor,,
L05458,C01711,B031,P002,24-05-2023,849932.96,60,10.03,Active,65.72,4W,,
L05459,C02210,B050,P010,18-02-2020,686057.44,6,9.89,Closed,79.1,2W,09-11-2020,FALSE
L05460,C02399,B009,P009,07-04-2021,390355.63,48,7.65,Closed,67.48,4W,21-04-2022,TRUE
L05461,C00434,B006,P009,27-04-2020,1092491.84,12,12,Active,63.26,Commercial,,
L05462,C02900,B022,P009,22-03-2020,1368115.44,18,14.79,Closed,77.25,Used,10-10-2022,FALSE
L05463,C00140,B009,P001,10-07-2023,1166447.39,24,13.21,Closed,96.95,Tractor,25-10-2023,FALSE
L05464,C01495,B046,P007,10-05-2021,224055.44,48,9.32,Active,88.16,4W,,
L05465,C00087,B024,P003,25-09-2021,830027.12,24,12.87,Active,69.15,2W,,
L05466,C01712,B023,P009,16-04-2022,1261280.96,48,9.73,Closed,78.04,Used,11-10-2022,FALSE
L05467,C02231,B030,P008,24-08-2021,906923.58,12,13.15,Active,91.1,Used,,
L05468,C02416,B026,P003,08-02-2022,687375.28,48,13.91,Closed,67.62,Used,07-07-2023,FALSE
L05469,C00129,B027,P001,03-11-2021,462592.21,6,10.01,Active,67.94,Tractor,,
L05470,C01270,B008,P009,24-06-2020,529066.59,48,7.52,Active,67.06,Commercial,,
L05471,C01602,B020,P010,15-03-2022,401127.4,60,9.79,Active,83.69,Used,,
L05472,C00670,B023,P001,17-01-2023,333803.35,36,9.04,Closed,61.13,Used,14-04-2023,TRUE
L05473,C00149,B013,P003,30-09-2021,903854.47,60,12.14,Active,82.92,Used,,
L05474,C00985,B038,P006,14-10-2023,788607.97,36,9.68,Active,92.19,Commercial,,
L05475,C00852,B021,P006,02-08-2023,1115507.97,6,7.77,Active,90.52,2W,,
L05476,C01457,B016,P010,23-10-2020,496497.83,12,11.49,Closed,86.01,4W,29-07-2023,FALSE
L05477,C00628,B011,P004,07-07-2023,718194.92,12,14.06,Active,68.56,Used,,
L05478,C01493,B047,P002,19-04-2021,1036536.82,18,10.89,Closed,,Used,20-02-2024,FALSE
L05479,C02494,B045,P010,19-06-2021,1446688.99,36,10.32,Closed,97.34,2W,06-09-2021,FALSE
L05480,C02045,B027,P006,26-11-2022,555862.08,36,8.84,Active,67.17,Commercial,,
L05481,C00884,B032,P010,19-04-2023,482402.86,24,10.41,Active,95.5,Commercial,,
L05482,C02342,B027,P005,25-01-2020,701468.14,12,9.98,Active,93.27,4W,,
L05483,C01789,B045,P006,14-12-2020,1099617.25,6,14.96,Active,98.19,Commercial,,
L05484,C00250,B040,P007,28-09-2021,1444247.93,12,7.73,Closed,72.45,Commercial,20-11-2022,FALSE
L05485,C02926,B025,P009,14-08-2020,827977.67,12,9.29,Active,96.43,2W,,
L05486,C00948,B014,P007,03-10-2023,1228038.35,18,8.01,Closed,67,2W,03-05-2024,FALSE
L05487,C00975,B042,P004,07-02-2020,723379.72,48,13.93,Closed,66.83,2W,06-08-2022,FALSE
L05488,C01326,B048,P010,07-11-2023,107792.84,48,10.63,Active,,4W,,
L05489,C02837,B001,P005,23-07-2021,1346606.4,6,13.47,Active,76.68,Commercial,,
L05490,C00984,B022,P006,23-08-2020,470323.23,18,12.69,Closed,60.48,2W,26-01-2023,FALSE
L05491,C00889,B003,P009,19-04-2023,251065.18,18,14.46,Active,74.87,Tractor,,
L05492,C02938,B011,P005,23-04-2020,1494434.17,18,7.68,Active,84.41,Used,,
L05493,C02118,B040,P005,01-11-2020,553728.54,48,9.06,Active,63.05,Tractor,,
L05494,C02673,B048,P007,11-05-2020,247980.5,18,12.77,Active,91.92,4W,,
L05495,C00875,B046,P002,13-12-2020,501736.16,12,11.89,Active,71.42,Commercial,,
L05496,C01327,B025,P003,18-04-2023,795064.56,48,12.71,Active,61.81,Commercial,,
L05497,C00471,B034,P002,18-02-2021,177537.78,48,11.82,Closed,74.61,Used,02-03-2021,FALSE
L05498,C01988,B046,P010,09-09-2022,561300.21,24,11.86,Active,65.4,4W,,
L05499,C00091,B013,P010,01-01-2022,1019841.81,12,14.49,Active,91.02,4W,,
L05500,C00530,B036,P002,15-10-2021,1378101.41,18,14.41,Active,73.03,Tractor,,
L05501,C00661,B012,P003,19-01-2021,626284.64,18,7.78,Active,64.56,4W,,
L05502,C00739,B028,P006,26-05-2021,868618.16,24,10.6,Active,77.69,Commercial,,
L05503,C02774,B038,P005,02-12-2022,972290.19,36,11.33,Active,77.63,Commercial,,
L05504,C00872,B004,P005,15-02-2023,152592.55,60,10.18,Active,,Commercial,,
L05505,C01687,B020,P002,01-03-2020,546226.31,6,7.87,Active,72.75,Commercial,,
L05506,C00192,B006,P002,06-07-2021,1042168.32,18,11.04,Active,89.98,Tractor,,
L05507,C01987,B045,P001,06-07-2020,1116708.58,60,14.82,Active,84.91,Commercial,,
L05508,C02186,B005,P003,28-03-2021,566130.56,18,8.04,Active,68.37,Commercial,,
L05509,C00345,B021,P007,26-04-2022,59767.56,12,13.63,Active,96.98,Used,,
L05510,C01009,B039,P005,05-07-2020,59955.12,18,8.97,Active,71.88,Tractor,,
L05511,C02551,B003,P007,26-07-2022,830274.03,18,11.83,Active,80.8,Tractor,,
L05512,C00203,B034,P009,12-06-2020,849654.55,6,10.4,Closed,82.27,4W,03-11-2022,FALSE
L05513,C00573,B001,P006,18-12-2023,855793.18,60,10.12,Active,68.33,4W,,
L05514,C00192,B006,P002,11-04-2020,1096541.95,12,14.03,Active,71.36,2W,,
L05515,C02053,B018,P001,14-07-2023,1385840.62,60,14.8,Active,78.75,Commercial,,
L05516,C01914,B014,P001,22-03-2023,1485746.8,36,10.4,Active,70,Commercial,,
L05517,C01717,B029,P010,23-12-2023,1066546.79,18,12.3,Active,71.92,Used,,
L05518,C00311,B030,P009,21-11-2021,795298.14,18,11.67,Active,83.91,Tractor,,
L05519,C02597,B005,P006,21-12-2023,254442.46,36,8.08,Active,,Tractor,,
L05520,C02104,B020,P006,31-07-2021,607054.01,24,7.81,Active,91.24,Used,,
L05521,C00443,B045,P004,02-09-2021,880062.17,60,13.3,Active,64.75,Tractor,,
L05522,C01261,B002,P002,19-06-2021,1499722.3,36,10.46,Active,88.74,Used,,
L05523,C00870,B040,P010,18-09-2023,234123.35,36,9.81,Default,96.52,Commercial,11-06-2024,
L05524,C00585,B045,P003,30-01-2022,1199960.88,12,14.89,Active,82.65,Commercial,,
L05525,C01595,B022,P003,14-06-2022,1498463.29,48,8.14,Active,83.58,Used,,
L05526,C02800,B036,P008,28-08-2022,1217672.36,36,9.52,Active,97.26,Commercial,,
L05527,C01538,B023,P006,03-05-2020,1162359.03,12,13.93,Active,93.91,4W,,
L05528,C00360,B035,P007,18-08-2023,425087.65,48,10.61,Active,81.75,4W,,
L05529,C01724,B029,P009,29-10-2021,54875.64,36,11.88,Closed,89.87,2W,10-01-2022,FALSE
L05530,C02867,B049,P001,14-12-2020,377681.28,60,7.86,Closed,67.06,Used,19-05-2022,FALSE
L05531,C02078,B018,P002,05-09-2020,1195210.17,18,14.4,Active,76.11,Tractor,,
L05532,C01803,B037,P009,18-07-2023,205557.74,18,8.53,Active,87.9,Tractor,,
L05533,C02012,B026,P005,23-12-2023,479371.64,48,9.1,Default,71.25,2W,12-02-2024,
L05534,C02156,B028,P004,07-12-2021,865632.64,24,8.68,Closed,77.7,4W,04-05-2024,FALSE
L05535,C00844,B039,P001,13-12-2021,890724.94,48,11.23,Active,66.74,Used,,
L05536,C01626,B023,P009,03-10-2022,837333.6,60,13.63,Closed,95.01,2W,09-06-2023,FALSE
L05537,C02765,B043,P009,03-09-2020,1472281.07,36,9.5,Active,94.93,4W,,
L05538,C00891,B023,P004,25-04-2021,67814.11,6,8.57,Active,78.66,Used,,
L05539,C01992,B033,P009,07-04-2020,757017.84,36,10.57,Closed,67.49,Commercial,02-05-2023,FALSE
L05540,C01983,B008,P010,24-11-2020,781409.9,48,14.86,Active,86.49,4W,,
L05541,C00960,B023,P001,19-12-2023,475317.09,60,7.58,Closed,68.33,Used,02-06-2024,FALSE
L05542,C01469,B039,P005,18-12-2023,811353.35,6,11.28,Active,68.92,4W,,
L05543,C02941,B027,P001,25-10-2022,1026255.77,60,12.52,Closed,97.91,4W,11-04-2023,FALSE
L05544,C01462,B046,P004,03-04-2021,1025496.07,60,13.55,Active,63.88,2W,,
L05545,C00732,B011,P005,06-03-2022,177392.61,48,13.1,Closed,74.79,Commercial,18-06-2023,FALSE
L05546,C00606,B025,P003,15-08-2021,1213566.97,36,8.06,Active,81.64,Used,,
L05547,C02505,B012,P002,12-05-2021,1399529.25,12,10.96,Active,64.2,4W,,
L05548,C00615,B028,P006,27-03-2020,229237.19,18,8.09,Closed,61.52,Tractor,24-04-2024,FALSE
L05549,C02746,B043,P003,05-02-2021,654128.41,60,12.15,Active,81.15,Commercial,,
L05550,C02005,B047,P010,09-08-2023,792037.83,60,8.08,Closed,64.47,4W,31-12-2023,FALSE
L05551,C01720,B004,P001,28-07-2023,245491.45,6,7.86,Active,69.8,Tractor,,
L05552,C00674,B006,P005,15-07-2020,779906.87,6,9.8,Active,79.39,2W,,
L05553,C01271,B005,P002,02-02-2022,349945.31,36,14.54,Active,73.55,Used,,
L05554,C02591,B029,P002,11-01-2023,1406273.39,18,12.82,Active,87.71,Commercial,,
L05555,C01588,B041,P004,27-01-2020,700282,60,7.53,Closed,97.54,Commercial,10-10-2020,FALSE
L05556,C02905,B028,P004,14-05-2020,1492606.81,24,9.64,Closed,89.37,Used,02-06-2024,FALSE
L05557,C01612,B034,P004,18-01-2023,117441.16,6,7.63,Closed,99,4W,04-04-2023,FALSE
L05558,C00897,B034,P007,24-07-2020,234992.08,18,9.71,Active,75.17,Used,,
L05559,C01463,B044,P001,16-11-2022,692655.66,18,12.64,Active,71.9,Used,,
L05560,C00278,B043,P008,02-11-2023,1317820.96,60,,Closed,68.29,Commercial,25-01-2024,FALSE
L05561,C00552,B050,P010,09-12-2023,855077.4,6,13.53,Closed,94.51,4W,24-02-2024,FALSE
L05562,C01637,B050,P009,04-06-2023,1111897.67,12,,Closed,75.21,Used,29-05-2024,FALSE
L05563,C02159,B015,P010,25-08-2021,664166.58,48,10.24,Closed,87.73,4W,02-02-2023,TRUE
L05564,C02433,B001,P006,27-12-2022,108742.45,12,13.97,Closed,86.32,2W,29-01-2023,TRUE
L05565,C00761,B006,P004,27-12-2020,989328.21,36,12.96,Closed,62.23,Commercial,27-07-2021,FALSE
L05566,C02742,B007,P006,07-07-2023,969302.11,60,11.53,Closed,94.31,Commercial,18-03-2024,FALSE
L05567,C01450,B003,P010,19-10-2021,153570.65,48,14.66,Closed,78.97,2W,08-05-2024,FALSE
L05568,C00405,B013,P007,22-12-2022,297778.13,48,14.61,Active,68.72,Used,,
L05569,C01359,B042,P006,29-08-2022,740425.91,36,14.23,Closed,98.18,2W,29-09-2023,FALSE
L05570,C01233,B009,P001,06-09-2022,697624.5,18,9.02,Closed,89.37,2W,12-09-2022,TRUE
L05571,C00022,B012,P005,29-07-2022,1141005.38,60,9.06,Active,84.05,Commercial,,
L05572,C00678,B045,P008,26-06-2022,611749.05,6,14.26,Active,98.55,Tractor,,
L05573,C02659,B040,P008,16-11-2023,1011785.35,12,10.48,Active,89.51,Commercial,,
L05574,C02029,B049,P010,02-09-2020,1071414.13,18,,Active,64.72,2W,,
L05575,C01232,B041,P009,04-10-2020,985255.6,60,12.65,Closed,98.65,Commercial,10-05-2024,FALSE
L05576,C02056,B048,P004,12-12-2020,914382.08,12,13.22,Active,83.31,Tractor,,
L05577,C02750,B018,P010,06-01-2021,1218241.05,6,7.7,Closed,71.68,2W,07-07-2021,FALSE
L05578,C01809,B048,P006,19-03-2022,1002805.11,12,10.72,Closed,91.88,Commercial,12-11-2022,FALSE
L05579,C00529,B040,P007,28-04-2022,1259567.3,24,13.93,Closed,,Used,17-12-2022,FALSE
L05580,C02038,B025,P005,02-05-2020,973194.01,60,11.17,Active,85.52,2W,,
L05581,C02650,B042,P008,16-12-2022,280510.87,36,12.68,Active,66.21,Tractor,,
L05582,C01677,B006,P003,08-06-2020,498695.84,48,13.17,Active,63.41,Commercial,,
L05583,C00657,B046,P008,24-02-2023,529015.23,12,8.41,Active,73.81,2W,,
L05584,C00166,B019,P005,06-01-2022,186177.43,6,8.67,Active,73.9,Commercial,,
L05585,C00849,B050,P001,27-08-2023,1053844.65,60,12.93,Active,83.42,4W,,
L05586,C00496,B004,P006,01-06-2021,912911.16,6,7.91,Active,82.05,2W,,
L05587,C00590,B010,P002,23-07-2022,905144.64,24,10.06,Active,86.83,2W,,
L05588,C00429,B023,P007,12-07-2023,743850.09,6,14.39,Active,66.79,4W,,
L05589,C02822,B015,P009,15-01-2022,837530.71,24,11.81,Closed,93.96,Commercial,03-09-2023,FALSE
L05590,C00163,B044,P003,14-10-2020,61726.57,18,14.33,Active,93.49,Used,,
L05591,C02414,B036,P010,23-02-2021,189559.7,12,9.82,Active,68.43,Used,,
L05592,C01263,B044,P004,19-05-2020,1040861.81,6,12.27,Closed,78.47,Used,14-05-2021,TRUE
L05593,C00072,B013,P004,07-12-2021,429126.87,36,9.65,Active,79.03,4W,,
L05594,C00655,B050,P004,28-11-2021,206471.73,12,8.33,Closed,95.93,Tractor,19-02-2022,FALSE
L05595,C00269,B050,P003,13-09-2022,526550.13,60,14.93,Active,95.32,2W,,
L05596,C01777,B034,P005,19-04-2021,418999.7,24,8.82,Active,62.63,Tractor,,
L05597,C02463,B007,P009,23-01-2021,92590.07,12,8.91,Active,97.36,2W,,
L05598,C01269,B036,P008,25-05-2021,645308.81,12,13.81,Active,62.67,Tractor,,
L05599,C01016,B003,P010,21-06-2021,89192.33,6,13.52,Active,81.43,Tractor,,
L05600,C02723,B041,P002,31-07-2020,50566.74,36,14.83,Default,72.15,4W,26-06-2024,
L05601,C01084,B032,P009,15-06-2022,1199086.94,18,8.04,Active,75.23,4W,,
L05602,C00006,B007,P010,12-07-2023,506708.86,36,8.21,Active,84.44,Tractor,,
L05603,C00982,B001,P002,28-09-2023,873000.26,48,10.87,Closed,82.77,2W,23-02-2024,FALSE
L05604,C02618,B002,P007,27-11-2022,481738.62,24,11.94,Closed,66.53,Commercial,04-08-2023,FALSE
L05605,C00407,B050,P005,20-08-2020,1398534.36,48,7.79,Active,97.82,Tractor,,
L05606,C01954,B008,P007,16-09-2020,1107312.79,60,8.69,Closed,,4W,11-03-2024,FALSE
L05607,C02074,B036,P005,03-11-2020,585296.87,36,12.78,Closed,73.39,2W,21-01-2022,FALSE
L05608,C00986,B015,P006,06-02-2021,355409.03,36,12.51,Active,91.25,Commercial,,
L05609,C00390,B041,P008,23-09-2022,249819.25,24,8.17,Active,93.19,Tractor,,
L05610,C00710,B007,P001,08-07-2023,1155507.09,60,14.49,Closed,91.09,4W,25-07-2023,FALSE
L05611,C02619,B046,P001,19-01-2022,706903.3,60,9.41,Active,74.53,Used,,
L05612,C01472,B001,P005,03-02-2023,386346.9,36,14.15,Default,86.26,2W,21-09-2023,
L05613,C00754,B019,P001,24-06-2023,1383457.8,18,14.42,Active,89.81,Commercial,,
L05614,C02194,B038,P003,30-10-2020,615639.77,12,11.18,Closed,82.54,4W,26-12-2022,FALSE
L05615,C01412,B003,P010,08-12-2020,838064.44,18,10.59,Active,86.48,Used,,
L05616,C02833,B029,P009,27-11-2022,1293808.82,48,9.59,Active,81.59,Tractor,,
L05617,C01273,B044,P007,04-05-2022,1258393.84,12,13.56,Closed,62.14,2W,06-01-2024,FALSE
L05618,C00526,B028,P006,05-12-2022,975032.77,12,8.97,Default,70.66,Commercial,04-01-2023,
L05619,C01486,B025,P008,28-05-2023,1338504.49,36,12.17,Active,,4W,,
L05620,C02061,B014,P008,12-09-2020,1430542.33,12,11.75,Closed,69.42,Tractor,04-04-2024,FALSE
L05621,C02951,B044,P006,16-05-2020,1405915.5,24,9.37,Active,77.76,4W,,
L05622,C02432,B025,P004,08-06-2023,556060.64,18,14.87,Active,80.85,Used,,
L05623,C00556,B013,P004,28-03-2022,625898.09,12,13.85,Active,86.17,Tractor,,
L05624,C02935,B015,P004,30-08-2022,398730.6,36,7.65,Closed,70.11,4W,29-06-2023,FALSE
L05625,C00019,B036,P006,07-02-2020,1263403.27,36,10.67,Closed,83.21,2W,28-10-2023,FALSE
L05626,C00575,B010,P001,24-03-2023,226645.68,36,10.19,Active,83.26,2W,,
L05627,C02799,B037,P002,14-04-2020,564870.89,6,14.12,Active,92.96,Commercial,,
L05628,C01004,B006,P006,11-09-2020,64113.14,18,9.48,Active,81.53,2W,,
L05629,C02467,B045,P001,28-11-2023,912237.05,36,14.99,Closed,71.51,2W,04-12-2023,FALSE
L05630,C02467,B045,P009,02-05-2021,1004657.25,60,9,Active,80.39,Commercial,,
L05631,C01939,B019,P006,02-04-2021,411031.88,24,9.33,Active,64.18,Tractor,,
L05632,C01940,B016,P007,11-06-2021,1118259.45,36,,Closed,83.7,4W,21-07-2021,FALSE
L05633,C01636,B021,P001,13-08-2021,603228.34,6,8.71,Active,95.73,Tractor,,
L05634,C01699,B023,P008,08-06-2021,501981.06,18,14.17,Closed,80.66,4W,05-06-2022,FALSE
L05635,C02170,B027,P005,04-01-2021,1436439.86,12,8.32,Active,71.39,2W,,
L05636,C00432,B005,P005,11-04-2020,903604.07,18,14.87,Active,75.82,Used,,
L05637,C02092,B030,P006,04-07-2022,415863.12,12,14.06,Active,95.17,Commercial,,
L05638,C01896,B023,P007,25-10-2021,1475701.12,60,13.8,Active,91.71,Tractor,,
L05639,C01944,B021,P007,20-11-2021,611946.98,12,10.55,Active,91.32,4W,,
L05640,C01341,B041,P005,21-08-2021,989353.19,36,11.35,Closed,82,Used,29-10-2023,TRUE
L05641,C02429,B048,P001,22-08-2021,1099588.18,48,10.92,Closed,75.46,4W,28-08-2021,FALSE
L05642,C00145,B002,P009,24-06-2021,662328.94,24,14.91,Closed,65.16,Commercial,25-11-2023,FALSE
L05643,C02411,B047,P006,23-01-2021,827079.34,24,7.76,Active,98.05,Tractor,,
L05644,C01074,B010,P009,28-12-2020,397683.8,48,10.36,Closed,66.99,Commercial,04-01-2023,FALSE
L05645,C01089,B049,P004,19-07-2022,725441.55,36,14.76,Active,69.83,Tractor,,
L05646,C02403,B015,P002,03-09-2021,500660.13,6,10.27,Active,89.81,Commercial,,
L05647,C00800,B031,P003,12-02-2023,843814,12,10.49,Active,73.68,Tractor,,
L05648,C02874,B027,P004,22-12-2021,1021340.99,48,12.23,Closed,82.77,2W,24-05-2024,FALSE
L05649,C01152,B001,P010,08-12-2020,940307.54,24,14.3,Active,89.7,Tractor,,
L05650,C02446,B022,P008,02-01-2023,1176239.3,18,9.71,Active,81.69,2W,,
L05651,C01957,B026,P003,14-05-2020,110218.54,6,14.61,Active,79.14,Used,,
L05652,C02928,B035,P008,28-07-2022,163965.3,36,9.62,Active,61.98,Tractor,,
L05653,C00463,B013,P006,04-09-2022,347705.45,6,13.62,Active,79.02,4W,,
L05654,C01775,B020,P004,14-01-2021,1479413.67,60,9.57,Active,77.75,Tractor,,
L05655,C02046,B030,P007,22-02-2023,1210388.68,60,8.05,Active,94.34,Tractor,,
L05656,C00808,B007,P005,07-02-2020,1389975.48,24,13.59,Closed,77.45,Used,18-06-2024,FALSE
L05657,C00187,B002,P005,19-02-2022,444531.01,48,10.88,Closed,84.57,4W,10-02-2024,FALSE
L05658,C01744,B031,P009,05-11-2020,882091.92,60,10.43,Closed,90.18,2W,01-04-2022,FALSE
L05659,C00732,B011,P003,15-04-2020,854582.95,60,10.72,Active,78.24,Tractor,,
L05660,C01936,B036,P010,09-07-2021,875802.48,60,12.09,Active,,Tractor,,
L05661,C01214,B027,P004,02-06-2023,1090472.06,36,9.47,Closed,94.86,4W,17-03-2024,FALSE
L05662,C01412,B003,P005,19-06-2023,621271.05,24,9.28,Active,94.93,Used,,
L05663,C00429,B023,P001,31-01-2021,1031955.02,12,11.13,Active,95.09,4W,,
L05664,C02906,B035,P007,01-06-2020,1193233.71,60,7.77,Active,70.64,4W,,
L05665,C01308,B009,P008,19-06-2021,469156.19,60,12.32,Active,72.3,Commercial,,
L05666,C02285,B009,P006,22-09-2022,1421327.64,60,13.67,Active,95.83,2W,,
L05667,C01218,B004,P009,23-08-2022,801169.62,6,12.96,Active,64.91,Used,,
L05668,C01311,B050,P003,26-11-2023,1112505.92,48,11.02,Closed,85.58,Tractor,05-06-2024,FALSE
L05669,C00771,B004,P002,15-03-2023,1106941.11,12,11.74,Closed,71.4,Used,29-06-2024,FALSE
L05670,C00758,B019,P005,29-04-2023,869602.81,18,7.7,Active,88.13,Used,,
L05671,C00136,B010,P009,11-06-2022,517891.36,12,14.34,Active,92.51,4W,,
L05672,C00792,B043,P001,05-08-2021,1017062.22,6,11.69,Closed,75.92,Tractor,13-08-2021,FALSE
L05673,C00171,B046,P001,19-07-2020,176563.07,18,9.87,Active,65.9,Tractor,,
L05674,C02207,B041,P010,12-01-2020,1473081.31,24,9.7,Active,88.56,Commercial,,
L05675,C02249,B049,P003,11-12-2022,316796.03,48,12.45,Active,62.17,Tractor,,
L05676,C01581,B024,P010,06-02-2022,449367.97,18,11.88,Closed,60.58,Commercial,12-08-2022,FALSE
L05677,C00962,B028,P003,18-08-2023,1433936.75,6,8.91,Closed,94.21,4W,20-05-2024,FALSE
L05678,C02631,B032,P005,16-08-2023,320485,60,10.57,Active,91.86,2W,,
L05679,C00876,B019,P004,08-07-2022,296634.41,36,12.57,Active,82.7,Used,,
L05680,C02419,B005,P006,04-06-2021,1216577.17,18,9.73,Active,85.95,Used,,
L05681,C00103,B009,P008,09-03-2023,414367.85,24,11.32,Active,97.15,Tractor,,
L05682,C01002,B022,P008,09-04-2020,187353.55,18,9.41,Active,62.45,Tractor,,
L05683,C01149,B021,P004,06-03-2023,378632.39,48,8.04,Active,68.45,Used,,
L05684,C02846,B001,P001,20-05-2022,1338141.7,12,10.41,Active,88.44,2W,,
L05685,C01482,B008,P007,31-12-2020,456462.82,36,12.99,Active,70.3,2W,,
L05686,C00658,B004,P006,18-10-2021,1057837.75,6,9.1,Active,68.08,2W,,
L05687,C02930,B045,P005,09-06-2020,622951.88,36,13.16,Closed,,Tractor,19-03-2023,FALSE
L05688,C01221,B020,P004,30-01-2022,430072.21,12,12.52,Active,,Tractor,,
L05689,C02781,B041,P006,23-06-2020,258868.74,60,11.31,Active,68.21,2W,,
L05690,C00423,B028,P008,16-01-2023,1459678.01,36,14.79,Default,76.75,Used,25-06-2023,
